SubjectID,Visit,TrialNo,TimeAtStartOfTrial,BlockNo,LeftFace,RightFace,WinningFace,WinningSide,ChosenFace,ChosenSide,FaceOnset,RT,FeedbackOnset,Rewarded,PercentRewardedInBlock
MUTRIPB087B,1,1,3.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,4.00,2439,8.50,No,00
MUTRIPB087B,1,2,10.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,11.00,2157,15.50,Yes,50
MUTRIPB087B,1,3,17.00,1,HappyB,AngryB,HappyB,Left,HappyB,Left,18.00,1491,22.50,Yes,67
MUTRIPB087B,1,4,24.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,25.00,937,29.50,No,50
MUTRIPB087B,1,5,31.00,1,AngryB,HappyB,HappyB,Right,HappyB,Right,32.00,862,36.50,Yes,60
MUTRIPB087B,1,6,38.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,39.00,1027,43.50,Yes,67
MUTRIPB087B,1,7,45.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,46.00,809,50.50,No,57
MUTRIPB087B,1,8,52.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,53.00,910,57.50,No,50
MUTRIPB087B,1,9,59.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,60.00,779,64.50,No,44
MUTRIPB087B,1,10,66.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,67.00,1410,71.50,No,40
MUTRIPB087B,1,11,73.00,1,HappyB,AngryB,HappyB,Left,HappyB,Left,74.00,2806,78.50,Yes,45
MUTRIPB087B,1,12,80.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,81.00,1788,85.50,No,42
MUTRIPB087B,1,13,87.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,88.00,1210,92.50,Yes,46
MUTRIPB087B,1,14,94.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,95.00,1966,99.50,Yes,50
MUTRIPB087B,1,15,101.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,102.00,1100,106.50,Yes,53
