SubjectID,Visit,TrialNo,TimeAtStartOfTrial,BlockNo,LeftFace,RightFace,WinningFace,WinningSide,ChosenFace,ChosenSide,FaceOnset,RT,FeedbackOnset,Rewarded,PercentRewardedInBlock
MUTRIP13,1,1,3.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,4.00,2145,8.50,No,00
MUTRIP13,1,2,10.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,11.00,562,15.50,No,00
MUTRIP13,1,3,17.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,18.00,522,22.50,No,00
MUTRIP13,1,4,24.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,25.00,570,29.50,Yes,25
MUTRIP13,1,5,31.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,32.00,1530,36.50,No,20
MUTRIP13,1,6,38.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,39.00,1442,43.50,No,17
MUTRIP13,1,7,45.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,46.00,666,50.50,No,14
MUTRIP13,1,8,52.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,53.00,1490,57.50,Yes,25
MUTRIP13,1,9,59.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,60.00,1114,64.50,No,22
MUTRIP13,1,10,66.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,67.00,994,71.50,Yes,30
MUTRIP13,1,11,73.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,74.00,1873,78.50,Yes,36
MUTRIP13,1,12,80.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,81.00,2185,85.50,Yes,42
MUTRIP13,1,13,87.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,88.00,857,92.50,Yes,46
MUTRIP13,1,14,94.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,95.00,825,99.50,No,43
MUTRIP13,1,15,101.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,102.00,969,106.50,Yes,47
MUTRIP13,1,16,108.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,109.00,1577,113.50,No,44
MUTRIP13,1,17,115.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,116.00,1121,120.50,Yes,47
MUTRIP13,1,18,122.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,123.00,1321,127.50,Yes,50
MUTRIP13,1,19,129.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,130.00,1033,134.50,No,47
MUTRIP13,1,20,136.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,137.00,993,141.50,Yes,50
MUTRIP13,1,21,143.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,144.00,817,148.50,Yes,52
MUTRIP13,1,22,150.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,151.00,986,155.50,No,50
MUTRIP13,1,23,157.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,158.00,905,162.50,No,48
MUTRIP13,1,24,164.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,165.00,777,169.50,Yes,50
MUTRIP13,1,25,171.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,172.00,833,176.50,Yes,52
MUTRIP13,1,26,178.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,179.00,1281,183.50,No,50
MUTRIP13,1,27,185.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,186.00,1033,190.50,No,48
MUTRIP13,1,28,192.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,193.00,761,197.50,No,46
MUTRIP13,1,29,199.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,200.00,1041,204.50,Yes,48
MUTRIP13,1,30,206.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,207.00,865,211.50,Yes,50
MUTRIP13,1,31,216.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralA,Right,217.00,1529,221.50,No,00
MUTRIP13,1,32,223.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralA,Right,224.00,785,228.50,No,00
MUTRIP13,1,33,230.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralA,Right,231.00,976,235.50,No,00
