SubjectID,Visit,TrialNo,TimeAtStartOfTrial,BlockNo,LeftFace,RightFace,WinningFace,WinningSide,ChosenFace,ChosenSide,FaceOnset,RT,FeedbackOnset,Rewarded,PercentRewardedInBlock
MUTRIP22,1,1,3.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,4.00,841,8.50,Yes,100
MUTRIP22,1,2,10.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,11.00,978,15.50,No,50
MUTRIP22,1,3,17.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,18.00,882,22.50,No,33
MUTRIP22,1,4,24.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,25.00,778,29.50,No,25
MUTRIP22,1,5,31.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,32.00,930,36.50,Yes,40
MUTRIP22,1,6,38.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,39.00,1065,43.50,No,33
MUTRIP22,1,7,45.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,46.00,794,50.50,No,29
MUTRIP22,1,8,52.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,53.00,1177,57.50,No,25
MUTRIP22,1,9,59.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,60.00,897,64.50,Yes,33
MUTRIP22,1,10,66.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,67.00,1337,71.50,Yes,40
MUTRIP22,1,11,73.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,74.00,1512,78.50,No,36
MUTRIP22,1,12,80.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,81.00,638,85.50,No,33
MUTRIP22,1,13,87.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,88.00,904,92.50,No,31
MUTRIP22,1,14,94.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,95.00,977,99.50,No,29
MUTRIP22,1,15,101.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,102.00,575,106.50,No,27
MUTRIP22,1,16,108.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,109.00,535,113.50,No,25
MUTRIP22,1,17,115.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,116.00,537,120.50,Yes,29
MUTRIP22,1,18,122.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,123.00,1518,127.50,Yes,33
MUTRIP22,1,19,129.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,130.00,826,134.50,Yes,37
MUTRIP22,1,20,136.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,137.00,2238,141.50,No,35
MUTRIP22,1,21,143.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,144.00,709,148.50,Yes,38
MUTRIP22,1,22,150.00,1,HappyA,AngryA,AngryA,Right,AngryA,Right,151.00,1489,155.50,Yes,41
MUTRIP22,1,23,157.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,158.00,949,162.50,No,39
MUTRIP22,1,24,164.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,165.00,761,169.51,No,38
MUTRIP22,1,25,171.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,172.01,492,176.50,Yes,40
MUTRIP22,1,26,178.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,179.00,1756,183.50,Yes,42
MUTRIP22,1,27,185.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,186.00,1008,190.51,No,41
MUTRIP22,1,28,192.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,193.00,1475,197.50,Yes,43
MUTRIP22,1,29,199.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,200.00,2040,204.51,Yes,45
MUTRIP22,1,30,206.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,207.01,1435,211.50,No,43
MUTRIP22,1,31,216.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,217.00,1440,221.51,Yes,100
MUTRIP22,1,32,223.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralA,Right,224.00,1105,228.51,Yes,100
MUTRIP22,1,33,230.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,231.00,528,235.51,No,67
