SubjectID,Visit,TrialNo,TimeAtStartOfTrial,BlockNo,LeftFace,RightFace,WinningFace,WinningSide,ChosenFace,ChosenSide,FaceOnset,RT,FeedbackOnset,Rewarded,PercentRewardedInBlock
MUTRIPB075A,1,1,3.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,4.00,2309,8.50,No,00
MUTRIPB075A,1,2,10.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,11.00,774,15.50,No,00
MUTRIPB075A,1,3,17.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,18.00,1110,22.50,No,00
MUTRIPB075A,1,4,24.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,25.00,750,29.50,Yes,25
MUTRIPB075A,1,5,31.00,1,HappyB,AngryB,HappyB,Left,HappyB,Left,32.00,710,36.50,Yes,40
MUTRIPB075A,1,6,38.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,39.00,861,43.50,No,33
MUTRIPB075A,1,7,45.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,46.00,710,50.50,Yes,43
MUTRIPB075A,1,8,52.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,53.00,1406,57.50,Yes,50
MUTRIPB075A,1,9,59.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,60.00,966,64.50,No,44
MUTRIPB075A,1,10,66.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,67.00,1006,71.50,No,40
MUTRIPB075A,1,11,73.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,74.00,2813,78.50,No,36
MUTRIPB075A,1,12,80.00,1,HappyB,AngryB,HappyB,Left,HappyB,Left,81.00,1317,85.50,Yes,42
MUTRIPB075A,1,13,87.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,88.00,1541,92.50,No,38
MUTRIPB075A,1,14,94.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,95.00,1988,99.50,No,36
MUTRIPB075A,1,15,101.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,102.00,1141,106.50,Yes,40
MUTRIPB075A,1,16,108.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,109.00,1324,113.50,No,38
MUTRIPB075A,1,17,115.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,116.00,517,120.50,No,35
MUTRIPB075A,1,18,122.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,123.00,2101,127.50,No,33
MUTRIPB075A,1,19,129.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,130.00,2708,134.50,No,32
MUTRIPB075A,1,20,136.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,137.00,436,141.50,Yes,35
MUTRIPB075A,1,21,143.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,144.00,1372,148.50,No,33
MUTRIPB075A,1,22,150.00,1,HappyB,AngryB,HappyB,Left,HappyB,Left,151.00,1412,155.50,Yes,36
MUTRIPB075A,1,23,157.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,158.00,684,162.50,No,35
MUTRIPB075A,1,24,164.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,165.00,836,169.50,No,33
MUTRIPB075A,1,25,171.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,172.00,788,176.50,No,32
MUTRIPB075A,1,26,178.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,179.00,540,183.50,No,31
MUTRIPB075A,1,27,185.00,1,AngryB,HappyB,HappyB,Right,HappyB,Right,186.00,636,190.50,Yes,33
MUTRIPB075A,1,28,192.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,193.00,763,197.50,No,32
MUTRIPB075A,1,29,199.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,200.00,483,204.50,Yes,34
MUTRIPB075A,1,30,206.00,1,AngryB,HappyB,HappyB,Right,HappyB,Right,207.00,827,211.50,Yes,37
MUTRIPB075A,1,31,216.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,217.00,1251,221.50,Yes,100
MUTRIPB075A,1,32,223.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,224.00,531,228.50,No,50
MUTRIPB075A,1,33,230.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,231.00,435,235.50,No,33
MUTRIPB075A,1,34,237.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralA,Left,238.00,475,242.50,No,25
MUTRIPB075A,1,35,244.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralA,Left,245.00,435,249.50,Yes,40
MUTRIPB075A,1,36,251.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,252.00,882,256.50,Yes,50
MUTRIPB075A,1,37,258.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,259.00,930,263.50,Yes,57
MUTRIPB075A,1,38,265.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,266.00,826,270.50,Yes,63
MUTRIPB075A,1,39,272.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,273.00,890,277.50,Yes,67
MUTRIPB075A,1,40,279.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,280.00,1034,284.50,Yes,70
MUTRIPB075A,1,41,286.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralA,Left,287.00,2122,291.50,No,64
MUTRIPB075A,1,42,293.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralA,Left,294.00,2394,298.50,Yes,67
MUTRIPB075A,1,43,300.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralA,Right,301.00,1802,305.50,Yes,69
MUTRIPB075A,1,44,307.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralA,Right,308.00,906,312.50,No,64
MUTRIPB075A,1,45,314.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralA,Left,315.00,1338,319.50,No,60
MUTRIPB075A,1,46,321.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,322.00,1056,326.50,No,56
