SubjectID,Visit,TrialNo,TimeAtStartOfTrial,BlockNo,LeftFace,RightFace,WinningFace,WinningSide,ChosenFace,ChosenSide,FaceOnset,RT,FeedbackOnset,Rewarded,PercentRewardedInBlock
MUTRIPB088A,1,1,3.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,4.00,1294,8.50,Yes,100
MUTRIPB088A,1,2,10.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,11.00,1022,15.50,Yes,100
MUTRIPB088A,1,3,17.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,18.00,1038,22.50,No,67
MUTRIPB088A,1,4,24.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,25.00,1118,29.50,No,50
MUTRIPB088A,1,5,31.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,32.00,1134,36.50,No,40
MUTRIPB088A,1,6,38.00,1,AngryA,HappyA,AngryA,Left,AngryA,Left,39.00,1061,43.50,Yes,50
MUTRIPB088A,1,7,45.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,46.00,1125,50.50,No,43
MUTRIPB088A,1,8,52.00,1,AngryA,HappyA,HappyA,Right,AngryA,Left,53.00,1630,57.50,No,38
MUTRIPB088A,1,9,59.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,60.00,1238,64.50,No,33
MUTRIPB088A,1,10,66.00,1,HappyA,AngryA,HappyA,Left,AngryA,Right,67.00,1045,71.50,No,30
MUTRIPB088A,1,11,73.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,74.00,1837,78.50,Yes,36
MUTRIPB088A,1,12,80.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,81.00,965,85.50,Yes,42
MUTRIPB088A,1,13,87.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,88.00,862,92.50,Yes,46
MUTRIPB088A,1,14,94.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,95.00,677,99.50,No,43
MUTRIPB088A,1,15,101.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,102.00,1252,106.50,No,40
MUTRIPB088A,1,16,108.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,109.00,875,113.50,Yes,44
MUTRIPB088A,1,17,115.00,1,AngryA,HappyA,HappyA,Right,HappyA,Right,116.00,734,120.50,Yes,47
MUTRIPB088A,1,18,122.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,123.00,941,127.50,Yes,50
MUTRIPB088A,1,19,129.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,130.00,782,134.50,No,47
MUTRIPB088A,1,20,136.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,137.00,1270,141.50,Yes,50
MUTRIPB088A,1,21,143.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,144.00,773,148.50,Yes,52
MUTRIPB088A,1,22,150.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,151.00,813,155.50,No,50
MUTRIPB088A,1,23,157.00,1,HappyA,AngryA,AngryA,Right,HappyA,Left,158.00,990,162.50,No,48
MUTRIPB088A,1,24,164.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,165.00,748,169.50,No,46
MUTRIPB088A,1,25,171.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,172.00,820,176.50,Yes,48
MUTRIPB088A,1,26,178.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,179.00,805,183.50,Yes,50
MUTRIPB088A,1,27,185.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,186.00,859,190.50,No,48
MUTRIPB088A,1,28,192.00,1,AngryA,HappyA,AngryA,Left,HappyA,Right,193.00,749,197.50,No,46
MUTRIPB088A,1,29,199.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,200.00,694,204.50,Yes,48
MUTRIPB088A,1,30,206.00,1,HappyA,AngryA,HappyA,Left,HappyA,Left,207.00,669,211.50,Yes,50
MUTRIPB088A,1,31,216.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,217.00,1564,221.50,Yes,100
MUTRIPB088A,1,32,223.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,224.00,508,228.50,Yes,100
MUTRIPB088A,1,33,230.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,231.00,564,235.50,No,67
MUTRIPB088A,1,34,237.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,238.00,765,242.50,No,50
MUTRIPB088A,1,35,244.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,245.00,637,249.50,No,40
MUTRIPB088A,1,36,251.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,252.00,565,256.50,No,33
MUTRIPB088A,1,37,258.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralA,Left,259.00,581,263.50,No,29
MUTRIPB088A,1,38,265.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralA,Left,266.00,541,270.50,No,25
MUTRIPB088A,1,39,272.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralA,Right,273.00,932,277.50,No,22
MUTRIPB088A,1,40,279.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,280.00,533,284.50,Yes,30
MUTRIPB088A,1,41,286.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,287.00,692,291.50,Yes,36
MUTRIPB088A,1,42,293.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,294.00,517,298.50,Yes,42
MUTRIPB088A,1,43,300.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,301.00,716,305.50,Yes,46
MUTRIPB088A,1,44,307.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,308.00,597,312.50,No,43
MUTRIPB088A,1,45,314.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,315.00,581,319.50,No,40
MUTRIPB088A,1,46,321.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,322.00,501,326.50,Yes,44
MUTRIPB088A,1,47,328.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,329.00,669,333.50,Yes,47
MUTRIPB088A,1,48,335.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,336.00,564,340.50,Yes,50
MUTRIPB088A,1,49,342.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,343.00,484,347.50,No,47
MUTRIPB088A,1,50,349.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,350.00,548,354.50,Yes,50
MUTRIPB088A,1,51,356.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,357.00,524,361.50,Yes,52
MUTRIPB088A,1,52,363.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,364.00,524,368.50,No,50
MUTRIPB088A,1,53,370.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,371.00,541,375.50,No,48
MUTRIPB088A,1,54,377.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,378.00,597,382.50,No,46
MUTRIPB088A,1,55,384.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,385.00,700,389.50,Yes,48
MUTRIPB088A,1,56,391.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,392.00,484,396.50,Yes,50
MUTRIPB088A,1,57,398.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,399.00,740,403.50,No,48
MUTRIPB088A,1,58,405.00,2,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,406.00,556,410.50,No,46
MUTRIPB088A,1,59,412.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,413.00,516,417.50,Yes,48
MUTRIPB088A,1,60,419.00,2,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,420.00,459,424.50,Yes,50
MUTRIPB088A,1,61,429.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,430.00,1244,434.50,No,00
MUTRIPB088A,1,62,436.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,437.00,684,441.50,No,00
MUTRIPB088A,1,63,443.00,3,AngryB,HappyB,HappyB,Right,HappyB,Right,444.00,724,448.50,Yes,33
MUTRIPB088A,1,64,450.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,451.00,652,455.50,Yes,50
MUTRIPB088A,1,65,457.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,458.00,611,462.50,Yes,60
MUTRIPB088A,1,66,464.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,465.00,524,469.50,Yes,67
MUTRIPB088A,1,67,471.00,3,HappyB,AngryB,AngryB,Right,HappyB,Left,472.00,556,476.50,No,57
MUTRIPB088A,1,68,478.00,3,HappyB,AngryB,AngryB,Right,HappyB,Left,479.00,860,483.50,No,50
MUTRIPB088A,1,69,485.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,486.00,788,490.50,No,44
MUTRIPB088A,1,70,492.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,493.00,780,497.50,No,40
MUTRIPB088A,1,71,499.00,3,HappyB,AngryB,AngryB,Right,HappyB,Left,500.00,772,504.50,No,36
MUTRIPB088A,1,72,506.00,3,HappyB,AngryB,AngryB,Right,HappyB,Left,507.00,612,511.50,No,33
MUTRIPB088A,1,73,513.00,3,AngryB,HappyB,AngryB,Left,AngryB,Left,514.00,884,518.50,Yes,38
MUTRIPB088A,1,74,520.00,3,AngryB,HappyB,HappyB,Right,AngryB,Left,521.00,619,525.50,No,36
MUTRIPB088A,1,75,527.00,3,HappyB,AngryB,HappyB,Left,AngryB,Right,528.00,674,532.50,No,33
MUTRIPB088A,1,76,534.00,3,HappyB,AngryB,AngryB,Right,HappyB,Left,535.00,756,539.50,No,31
MUTRIPB088A,1,77,541.00,3,HappyB,AngryB,AngryB,Right,HappyB,Left,542.00,612,546.50,No,29
MUTRIPB088A,1,78,548.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,549.00,818,553.50,No,28
MUTRIPB088A,1,79,555.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,556.00,931,560.50,Yes,32
MUTRIPB088A,1,80,562.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,563.00,755,567.50,No,30
MUTRIPB088A,1,81,569.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,570.00,659,574.50,No,29
MUTRIPB088A,1,82,576.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,577.00,915,581.50,Yes,32
MUTRIPB088A,1,83,583.00,3,AngryB,HappyB,HappyB,Right,HappyB,Right,584.00,595,588.50,Yes,35
MUTRIPB088A,1,84,590.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,591.00,603,595.50,Yes,38
MUTRIPB088A,1,85,597.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,598.00,715,602.50,No,36
MUTRIPB088A,1,86,604.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,605.00,739,609.50,No,35
MUTRIPB088A,1,87,611.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,612.00,667,616.50,Yes,37
MUTRIPB088A,1,88,618.00,3,HappyB,AngryB,HappyB,Left,HappyB,Left,619.00,770,623.50,Yes,39
MUTRIPB088A,1,89,625.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,626.00,770,630.50,No,38
MUTRIPB088A,1,90,632.00,3,AngryB,HappyB,AngryB,Left,HappyB,Right,633.00,707,637.50,No,37
MUTRIPB088A,1,91,642.00,4,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,643.00,1859,647.50,No,00
MUTRIPB088A,1,92,649.00,4,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,650.00,547,654.50,No,00
MUTRIPB088A,1,93,656.00,4,NeutralA,NeutralB,NeutralB,Right,NeutralB,Right,657.00,610,661.50,Yes,33
MUTRIPB088A,1,94,663.00,4,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,664.00,579,668.50,Yes,50
MUTRIPB088A,1,95,670.00,4,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,671.00,611,675.50,Yes,60
MUTRIPB088A,1,96,677.00,4,NeutralB,NeutralA,NeutralB,Left,NeutralB,Left,678.00,659,682.50,Yes,67
MUTRIPB088A,1,97,684.00,4,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,685.00,458,689.50,No,57
MUTRIPB088A,1,98,691.00,4,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,692.00,435,696.50,No,50
MUTRIPB088A,1,99,698.00,4,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,699.00,731,703.50,No,44
MUTRIPB088A,1,100,705.00,4,NeutralA,NeutralB,NeutralA,Left,NeutralB,Right,706.00,514,710.50,No,40
